3,電気メータ,@,@,住居,212電力量,@,@,@,@,270,170,100,20100218,20100228
3,電気メータ,@,@,住居,213電力量,@,@,@,@,292,278,14,20100227,20100228
3,電気メータ,@,@,住居,312電力量,@,@,@,@,153,132,21,20100227,20100228
3,電気メータ,@,@,住居,320電力量,@,@,@,@,815,241,574,20100209,20100228
3,電気メータ,@,@,住居,607電力量,@,@,@,@,429,235,194,20100216,20100228
3,電気メータ,@,@,住居,609電力量,@,@,@,@,411,289,122,20100207,20100228
3,電気メータ,@,@,住居,610電力量,@,@,@,@,162,156,6,20100228,20100228
3,電気メータ,@,@,住居,613電力量,@,@,@,@,335,208,127,20100221,20100228
3,電気メータ,@,@,住居,815電力量,@,@,@,@,805,279,526,20100201,20100228
3,電気メータ,@,@,住居,817電力量,@,@,@,@,635,227,408,20100207,20100228
3,電気メータ,@,@,住居,819電力量,@,@,@,@,528,243,285,20100207,20100228
3,電気メータ,@,@,住居,212電力量,@,@,@,@,501,270,231,20100301,20100331
3,電気メータ,@,@,住居,213電力量,@,@,@,@,472,292,180,20100301,20100331
3,電気メータ,@,@,住居,214電力量,@,@,@,@,302,199,103,20100314,20100331
3,電気メータ,@,@,住居,312電力量,@,@,@,@,440,153,287,20100301,20100331
3,電気メータ,@,@,住居,314電力量,@,@,@,@,1114,982,132,20100321,20100331
3,電気メータ,@,@,住居,319電力量,@,@,@,@,622,344,278,20100308,20100331
3,電気メータ,@,@,住居,320電力量,@,@,@,@,1473,815,658,20100301,20100331
3,電気メータ,@,@,住居,605電力量,@,@,@,@,307,193,114,20100309,20100331
3,電気メータ,@,@,住居,607電力量,@,@,@,@,774,429,345,20100301,20100331
3,電気メータ,@,@,住居,609電力量,@,@,@,@,574,411,163,20100301,20100331
3,電気メータ,@,@,住居,610電力量,@,@,@,@,315,162,153,20100301,20100331
3,電気メータ,@,@,住居,612電力量,@,@,@,@,324,221,103,20100319,20100331
3,電気メータ,@,@,住居,613電力量,@,@,@,@,656,335,321,20100301,20100331
3,電気メータ,@,@,住居,619電力量,@,@,@,@,608,291,317,20100321,20100331
3,電気メータ,@,@,住居,621電力量,@,@,@,@,503,299,204,20100314,20100331
3,電気メータ,@,@,住居,808電力量,@,@,@,@,393,268,125,20100317,20100331
3,電気メータ,@,@,住居,815電力量,@,@,@,@,1267,805,462,20100301,20100331
3,電気メータ,@,@,住居,817電力量,@,@,@,@,1045,635,410,20100301,20100331
3,電気メータ,@,@,住居,819電力量,@,@,@,@,829,528,301,20100301,20100331
3,電気メータ,@,@,住居,212電力量,@,@,@,@,708,501,207,20100401,20100430
3,電気メータ,@,@,住居,213電力量,@,@,@,@,621,472,149,20100401,20100430
3,電気メータ,@,@,住居,214電力量,@,@,@,@,457,302,155,20100401,20100430
3,電気メータ,@,@,住居,215電力量,@,@,@,@,291,214,77,20100416,20100430
3,電気メータ,@,@,住居,217電力量,@,@,@,@,354,131,223,20100406,20100430
3,電気メータ,@,@,住居,311電力量,@,@,@,@,107,106,1,20100401,20100430
3,電気メータ,@,@,住居,312電力量,@,@,@,@,681,440,241,20100401,20100430
3,電気メータ,@,@,住居,314電力量,@,@,@,@,1332,1114,218,20100401,20100430
3,電気メータ,@,@,住居,319電力量,@,@,@,@,972,622,350,20100401,20100430
3,電気メータ,@,@,住居,320電力量,@,@,@,@,1967,1473,494,20100401,20100430
3,電気メータ,@,@,住居,605電力量,@,@,@,@,473,307,166,20100401,20100430
3,電気メータ,@,@,住居,607電力量,@,@,@,@,822,774,48,20100401,20100407
3,電気メータ,@,@,住居,609電力量,@,@,@,@,730,574,156,20100401,20100430
3,電気メータ,@,@,住居,610電力量,@,@,@,@,451,315,136,20100401,20100430
3,電気メータ,@,@,住居,612電力量,@,@,@,@,547,324,223,20100401,20100430
3,電気メータ,@,@,住居,613電力量,@,@,@,@,974,656,318,20100401,20100430
3,電気メータ,@,@,住居,616電力量,@,@,@,@,348,252,96,20100422,20100430
3,電気メータ,@,@,住居,619電力量,@,@,@,@,1284,608,676,20100401,20100430
3,電気メータ,@,@,住居,620電力量,@,@,@,@,772,351,421,20100411,20100430
3,電気メータ,@,@,住居,621電力量,@,@,@,@,768,503,265,20100401,20100430
3,電気メータ,@,@,住居,805電力量,@,@,@,@,348,190,158,20100401,20100430
3,電気メータ,@,@,住居,808電力量,@,@,@,@,611,393,218,20100401,20100430
3,電気メータ,@,@,住居,815電力量,@,@,@,@,1537,1267,270,20100401,20100430
3,電気メータ,@,@,住居,817電力量,@,@,@,@,1307,1045,262,20100401,20100430
3,電気メータ,@,@,住居,819電力量,@,@,@,@,1017,829,188,20100401,20100430
3,電気メータ,@,@,住居,212電力量,@,@,@,@,895,708,187,20100501,20100531
3,電気メータ,@,@,住居,213電力量,@,@,@,@,771,621,150,20100501,20100531
3,電気メータ,@,@,住居,214電力量,@,@,@,@,588,457,131,20100501,20100531
3,電気メータ,@,@,住居,215電力量,@,@,@,@,443,291,152,20100501,20100531
3,電気メータ,@,@,住居,216電力量,@,@,@,@,208,207,1,20100501,20100531
3,電気メータ,@,@,住居,217電力量,@,@,@,@,590,354,236,20100501,20100531
3,電気メータ,@,@,住居,218電力量,@,@,@,@,156,148,8,20100501,20100531
3,電気メータ,@,@,住居,311電力量,@,@,@,@,107,107,0,20100501,20100531
3,電気メータ,@,@,住居,312電力量,@,@,@,@,873,681,192,20100501,20100531
3,電気メータ,@,@,住居,314電力量,@,@,@,@,1491,1332,159,20100501,20100531
3,電気メータ,@,@,住居,315電力量,@,@,@,@,384,238,146,20100501,20100531
3,電気メータ,@,@,住居,316電力量,@,@,@,@,395,340,55,20100501,20100531
3,電気メータ,@,@,住居,317電力量,@,@,@,@,209,111,98,20100501,20100531
3,電気メータ,@,@,住居,319電力量,@,@,@,@,1287,972,315,20100501,20100531
3,電気メータ,@,@,住居,320電力量,@,@,@,@,2400,1967,433,20100501,20100531
3,電気メータ,@,@,住居,409電力量,@,@,@,@,309,211,98,20100514,20100531
3,電気メータ,@,@,住居,605電力量,@,@,@,@,611,473,138,20100501,20100531
3,電気メータ,@,@,住居,608電力量,@,@,@,@,1147,1080,67,20100521,20100531
3,電気メータ,@,@,住居,609電力量,@,@,@,@,879,730,149,20100501,20100531
3,電気メータ,@,@,住居,610電力量,@,@,@,@,595,451,144,20100501,20100531
3,電気メータ,@,@,住居,612電力量,@,@,@,@,753,547,206,20100501,20100531
3,電気メータ,@,@,住居,613電力量,@,@,@,@,1160,974,186,20100501,20100531
3,電気メータ,@,@,住居,616電力量,@,@,@,@,588,348,240,20100501,20100531
3,電気メータ,@,@,住居,619電力量,@,@,@,@,1694,1284,410,20100501,20100531
3,電気メータ,@,@,住居,620電力量,@,@,@,@,1205,772,433,20100501,20100531
3,電気メータ,@,@,住居,621電力量,@,@,@,@,978,768,210,20100501,20100531
3,電気メータ,@,@,住居,805電力量,@,@,@,@,512,348,164,20100501,20100531
3,電気メータ,@,@,住居,808電力量,@,@,@,@,687,611,76,20100501,20100513
3,電気メータ,@,@,住居,815電力量,@,@,@,@,1782,1537,245,20100501,20100531
3,電気メータ,@,@,住居,817電力量,@,@,@,@,1545,1307,238,20100501,20100531
3,電気メータ,@,@,住居,819電力量,@,@,@,@,1153,1017,136,20100501,20100531
3,電気メータ,@,@,住居,212電力量,@,@,@,@,1082,895,187,20100601,20100630
3,電気メータ,@,@,住居,213電力量,@,@,@,@,961,771,190,20100601,20100630
3,電気メータ,@,@,住居,214電力量,@,@,@,@,722,588,134,20100601,20100630
3,電気メータ,@,@,住居,215電力量,@,@,@,@,582,443,139,20100601,20100630
3,電気メータ,@,@,住居,216電力量,@,@,@,@,252,209,43,20100607,20100630
3,電気メータ,@,@,住居,217電力量,@,@,@,@,807,590,217,20100601,20100630
3,電気メータ,@,@,住居,218電力量,@,@,@,@,251,160,91,20100608,20100630
3,電気メータ,@,@,住居,311電力量,@,@,@,@,107,107,0,20100601,20100610
3,電気メータ,@,@,住居,312電力量,@,@,@,@,1092,873,219,20100601,20100630
3,電気メータ,@,@,住居,314電力量,@,@,@,@,1678,1491,187,20100601,20100630
3,電気メータ,@,@,住居,315電力量,@,@,@,@,533,384,149,20100601,20100630
3,電気メータ,@,@,住居,316電力量,@,@,@,@,572,395,177,20100601,20100630
3,電気メータ,@,@,住居,317電力量,@,@,@,@,350,209,141,20100601,20100630
3,電気メータ,@,@,住居,319電力量,@,@,@,@,1611,1287,324,20100601,20100630
3,電気メータ,@,@,住居,320電力量,@,@,@,@,2724,2400,324,20100601,20100630
3,電気メータ,@,@,住居,401電力量,@,@,@,@,560,238,322,20100610,20100630
3,電気メータ,@,@,住居,409電力量,@,@,@,@,511,309,202,20100601,20100630
3,電気メータ,@,@,住居,605電力量,@,@,@,@,745,611,134,20100601,20100630
3,電気メータ,@,@,住居,606電力量,@,@,@,@,941,792,149,20100606,20100630
3,電気メータ,@,@,住居,608電力量,@,@,@,@,1335,1147,188,20100601,20100630
3,電気メータ,@,@,住居,609電力量,@,@,@,@,1019,879,140,20100601,20100630
3,電気メータ,@,@,住居,610電力量,@,@,@,@,726,595,131,20100601,20100630
3,電気メータ,@,@,住居,612電力量,@,@,@,@,967,753,214,20100601,20100630
3,電気メータ,@,@,住居,613電力量,@,@,@,@,1333,1160,173,20100601,20100630
3,電気メータ,@,@,住居,615電力量,@,@,@,@,945,805,140,20100604,20100630
3,電気メータ,@,@,住居,616電力量,@,@,@,@,805,588,217,20100601,20100630
3,電気メータ,@,@,住居,619電力量,@,@,@,@,1973,1694,279,20100601,20100630
3,電気メータ,@,@,住居,620電力量,@,@,@,@,1706,1205,501,20100601,20100630
3,電気メータ,@,@,住居,621電力量,@,@,@,@,1199,978,221,20100601,20100630
3,電気メータ,@,@,住居,805電力量,@,@,@,@,675,512,163,20100601,20100630
3,電気メータ,@,@,住居,815電力量,@,@,@,@,2026,1782,244,20100601,20100630
